"Year","County","Ag.District","CATTLE..COWS..BEEF...INVENTORY","CATTLE..COWS..MILK...INVENTORY","Turkeys","CPI","CORN..GRAIN...YIELD..MEASURED.IN.BU...ACRE","CORN..SILAGE...YIELD..MEASURED.IN.TONS...ACRE","SOYBEANS...YIELD..MEASURED.IN.BU...ACRE","SUGARBEETS...YIELD..MEASURED.IN.TONS...ACRE","Urea..46.0.0.","Potash..0.0.60.","Monammonium.Phosphate..MAP...11.52.0.","Diammonium.Phosphate..DAP...18.46.0.","Ammonia..82.0.0.","Estimated.Value.Per.Acre","Hogs","Feed_cows","Dairy_cows_total_poop_lb","Dairy_cows_total_N","Dairy_cows_total_P","Dairy_cows_total_K","Beef_cows_total_poop_lb","Beef_cows_total_N","Beef_cows_total_P","Beef_cows_total_K","feed_cows_total_poop_lb","feed_cows_total_N","feed_cows_total_P","feed_cows_total_K","Hogs_total_poop_lb","Hogs_total_N","Hogs_total_P","Hogs_total_K"
2014,"meeker","CENTRAL",2400,9300,NA,72,145.4,NA,38.9,23.6,13572,11610,364,2648,8485,5423,14522,7035,518940000,3381480,1740960,1908360,46656000,345600,345600,345600,136760400,1013040,1013040,1013040,77373216,888746.4,31367.52,470512.8
2014,"morrison","CENTRAL",14400,28000,NA,49,117.3,18,35.8,NA,7343,7365,172,1217,913,2774,77871,8466,1562400000,10180800,5241600,5745600,279936000,2073600,2073600,2073600,164579040,1219104,1219104,1219104,414896688,4765705.2,168201.36,2523020.4
2014,"renville","CENTRAL",1800,2400,NA,87,150.9,NA,42.2,21.8,15175,7968,212,11695,7537,9858,280943,16654,133920000,872640,449280,492480,34992000,259200,259200,259200,323753760,2398176,2398176,2398176,1496864304,17193711.6,606836.88,9102553.2
2014,"scott","CENTRAL",1600,5000,NA,36,137.9,NA,40.2,NA,913,11955,0,771,890,8718,15487,5085,2.79e+08,1818000,936000,1026000,31104000,230400,230400,230400,98852400,732240,732240,732240,82514736,947804.4,33451.92,501778.8
2014,"sherburne","CENTRAL",600,700,NA,87,128.8,NA,NA,NA,4180,7570,217,954,1252,3988,8635,6280,39060000,254520,131040,143640,11664000,86400,86400,86400,122083200,904320,904320,904320,46007280,528462,18651.6,279774
2014,"sibley","CENTRAL",2400,8300,NA,22,135.7,NA,40.5,24.3,13543,12809,8307,12002,4143,8564,105238,9901,463140000,3017880,1553760,1703160,46656000,345600,345600,345600,192475440,1425744,1425744,1425744,560708064,6440565.6,227314.08,3409711.2
2014,"stearns","CENTRAL",12000,70000,NA,62,133.9,17.5,35.7,21.6,15869,13498,627,9490,4941,4386,109402,40914,3.906e+09,25452000,13104000,14364000,233280000,1728000,1728000,1728000,795368160,5891616,5891616,5891616,582893856,6695402.4,236308.32,3544624.8
2014,"todd","CENTRAL",10400,16200,NA,54,100.4,NA,32.2,NA,4153,2893,0,626,176,2054,13771,4678,903960000,5890320,3032640,3324240,202176000,1497600,1497600,1497600,90940320,673632,673632,673632,73371888,842785.2,29745.36,446180.4
2014,"wadena","CENTRAL",4200,3300,NA,38,126,NA,NA,NA,5106,4997,0,1336,0,1903,6202,186,184140000,1199880,617760,677160,81648000,604800,604800,604800,3615840,26784,26784,26784,33044256,379562.4,13396.32,200944.8
2014,"wright","CENTRAL",3600,8900,NA,66,129.4,NA,34.7,NA,7370,9711,0,3489,3036,6404,4819,9373,496620000,3236040,1666080,1826280,69984000,518400,518400,518400,182211120,1349712,1349712,1349712,25675632,294922.8,10409.04,156135.6
2014,"aitkin","EAST CENTRAL",4400,300,NA,37,81.6,NA,NA,NA,779,650,250,0,0,1018,48,52,16740000,109080,56160,61560,85536000,633600,633600,633600,1010880,7488,7488,7488,255744,2937.6,103.68,1555.2
2014,"anoka","EAST CENTRAL",600,200,NA,32,109,13,NA,NA,4,0,2,0,0,7311,170,273,11160000,72720,37440,41040,11664000,86400,86400,86400,5307120,39312,39312,39312,905760,10404,367.2,5508
2014,"carlton","EAST CENTRAL",4000,1200,NA,40,NA,13,NA,NA,126,163,0,26,0,1253,118,119,66960000,436320,224640,246240,77760000,576000,576000,576000,2313360,17136,17136,17136,628704,7221.6,254.88,3823.2
2014,"chisago","EAST CENTRAL",2400,1700,NA,48,113.7,12.5,27.8,NA,5188,4306,0,1349,360,3078,563,458,94860000,618120,318240,348840,46656000,345600,345600,345600,8903520,65952,65952,65952,2999664,34455.6,1216.08,18241.2
2014,"crow wing","EAST CENTRAL",4000,900,NA,36,NA,8.7,28.1,NA,0,0,0,487,0,1766,267,2421.25,50220000,327240,168480,184680,77760000,576000,576000,576000,47069100,348660,348660,348660,1422576,16340.4,576.72,8650.8
2014,"hennepin","EAST CENTRAL",900,1700,NA,47,138.4,16.5,40.4,NA,3,269,99,0,39,18124,86,3201,94860000,618120,318240,348840,17496000,129600,129600,129600,62227440,460944,460944,460944,458208,5263.2,185.76,2786.4
2014,"isanti","EAST CENTRAL",2200,1500,NA,42,98.2,10.5,21.5,NA,2102,1789,0,629,0,3321,2771,1132,83700000,545400,280800,307800,42768000,316800,316800,316800,22006080,163008,163008,163008,14763888,169585.2,5985.36,89780.4
2014,"kanabec","EAST CENTRAL",4700,1600,NA,58,118.2,NA,33.5,NA,1726,1580,0,662,0,1762,160,599,89280000,581760,299520,328320,91368000,676800,676800,676800,11644560,86256,86256,86256,852480,9792,345.6,5184
2014,"mille lacs","EAST CENTRAL",3300,2400,NA,53,113.7,12.5,26.6,NA,1691,1576,0,396,420,2632,462,474,133920000,872640,449280,492480,64152000,475200,475200,475200,9214560,68256,68256,68256,2461536,28274.4,997.92,14968.8
2014,"pine","EAST CENTRAL",7900,4500,NA,42,97.3,NA,32,NA,823,770,0,198,0,1738,265,1719,251100000,1636200,842400,923400,153576000,1137600,1137600,1137600,33417360,247536,247536,247536,1411920,16218,572.4,8586
2014,"washington","EAST CENTRAL",1800,1300,NA,48,155.7,25,42.6,NA,1811,2105,0,1433,1100,13798,184,457,72540000,472680,243360,266760,34992000,259200,259200,259200,8884080,65808,65808,65808,980352,11260.8,397.44,5961.6
2014,"becker","NORTHWEST",6400,7700,NA,53,116.2,15,32.3,21.5,7069,2923,1643,80,45,3079,18705,2531,429660000,2799720,1441440,1580040,124416000,921600,921600,921600,49202640,364464,364464,364464,99660240,1144746,40402.8,606042
2014,"clay","NORTHWEST",3900,700,NA,76,131.4,15.5,35.2,20.8,30989,9324,11411,145,922,4732,32825,1219,39060000,254520,131040,143640,75816000,561600,561600,561600,23697360,175536,175536,175536,174891600,2008890,70902,1063530
2014,"kittson","NORTHWEST",NA,NA,NA,60,NA,13.5,29.5,19.8,26121,2724,3339,0,1873,1873,6635.5,640,NA,NA,NA,NA,NA,NA,NA,NA,12441600,92160,92160,92160,35353944,406092.6,14332.68,214990.2
2014,"mahnomen","NORTHWEST",NA,800,NA,69,122.4,NA,32.8,23.4,2231,1154,303,0,0,2209,243,1326,44640000,290880,149760,164160,NA,NA,NA,NA,25777440,190944,190944,190944,1294704,14871.6,524.88,7873.2
2014,"marshall","NORTHWEST",4000,300,NA,70,119.2,NA,28.9,21,31480,5963,14654,26,6630,2567,62,265,16740000,109080,56160,61560,77760000,576000,576000,576000,5151600,38160,38160,38160,330336,3794.4,133.92,2008.8
2014,"norman","NORTHWEST",1700,400,NA,79,125.2,NA,35.7,24.7,19325,5309,7966,60,617,3683,7070,755,22320000,145440,74880,82080,33048000,244800,244800,244800,14677200,108720,108720,108720,37668960,432684,15271.2,229068
2014,"pennington","NORTHWEST",3400,100,NA,72,NA,NA,29.3,NA,7727,6640,6706,52,2059,1642,654.5,146,5580000,36360,18720,20520,66096000,489600,489600,489600,2838240,21024,21024,21024,3487176,40055.4,1413.72,21205.8
2014,"polk","NORTHWEST",5400,1100,NA,77,127,NA,36.3,25.1,27739,8949,10961,0,8424,3499,17637,507,61380000,399960,205920,225720,104976000,777600,777600,777600,9856080,73008,73008,73008,93969936,1079384.4,38095.92,571438.8
2014,"red lake","NORTHWEST",2900,700,NA,73,NA,18.5,NA,NA,6210,4602,1858,595,1318,1585,1862,1310,39060000,254520,131040,143640,56376000,417600,417600,417600,25466400,188640,188640,188640,9920736,113954.4,4021.92,60328.8
2014,"roseau","NORTHWEST",6500,1500,NA,52,110.3,14.5,29.5,NA,13847,7980,6579,0,1537,900,8529,667,83700000,545400,280800,307800,126360000,936000,936000,936000,12966480,96048,96048,96048,45442512,521974.8,18422.64,276339.6
2014,"blue earth","SOUTH CENTRAL",1500,700,NA,80,158.2,NA,43.2,NA,8910,6480,3249,972,7483,9513,554230,4014,39060000,254520,131040,143640,29160000,216000,216000,216000,78032160,578016,578016,578016,2952937440,33918876,1197136.8,17957052
2014,"brown","SOUTH CENTRAL",2200,4900,NA,82,168.2,NA,48.6,NA,26071,21191,225,25968,6658,8585,218163,20570,273420000,1781640,917280,1005480,42768000,316800,316800,316800,399880800,2962080,2962080,2962080,1162372464,13351575.6,471232.08,7068481.2
2014,"faribault","SOUTH CENTRAL",1500,1600,NA,87,164.4,NA,45.1,NA,3262,15067,9737,850,11616,8658,249759,4584,89280000,581760,299520,328320,29160000,216000,216000,216000,89112960,660096,660096,660096,1330715952,15285250.8,539479.44,8092191.6
2014,"freeborn","SOUTH CENTRAL",2400,900,NA,84,167.3,NA,49.2,NA,4131,14429,7768,2894,12056,8055,324837,8837,50220000,327240,168480,184680,46656000,345600,345600,345600,171791280,1272528,1272528,1272528,1730731536,19880024.4,701647.92,10524718.8
2014,"le sueur","SOUTH CENTRAL",1600,3600,NA,78,148.1,NA,43.9,NA,1073,1221,0,822,4067,6923,135687,8273,200880000,1308960,673920,738720,31104000,230400,230400,230400,160827120,1191312,1191312,1191312,722940336,8304044.4,293083.92,4396258.8
2014,"martin","SOUTH CENTRAL",1400,500,NA,87,168.4,NA,46,NA,1957,8048,6315,952,9014,9075,812229,6093,27900000,181800,93600,102600,27216000,201600,201600,201600,118447920,877392,877392,877392,4327556112,49708414.8,1754414.64,26316219.6
2014,"nicollet","SOUTH CENTRAL",1100,11200,NA,81,154.3,NA,45.8,NA,8992,4112,1281,1857,5424,9608,268330,6218,624960000,4072320,2096640,2298240,21384000,158400,158400,158400,120877920,895392,895392,895392,1429662240,16421796,579592.8,8693892
2014,"rice","SOUTH CENTRAL",3600,6700,NA,73,157.1,NA,46.8,NA,5395,7460,1325,686,3342,6350,62285,1705,373860000,2436120,1254240,1374840,69984000,518400,518400,518400,33145200,245520,245520,245520,331854480,3811842,134535.6,2018034
2014,"steele","SOUTH CENTRAL",1800,3200,NA,84,168.5,NA,48.1,NA,8853,14231,3384,872,4632,7498,167773,678,178560000,1163520,599040,656640,34992000,259200,259200,259200,13180320,97632,97632,97632,893894544,10267707.6,362389.68,5435845.2
2014,"waseca","SOUTH CENTRAL",1200,2200,NA,83,160.2,NA,43.2,NA,4756,8707,3647,501,8446,8261,243998,5523,122760000,799920,411840,451440,23328000,172800,172800,172800,107367120,795312,795312,795312,1300021344,14932677.6,527035.68,7905535.2
2014,"watonwan","SOUTH CENTRAL",800,300,NA,83,186.3,NA,52.3,NA,5677,11290,8719,136,8072,7943,183618,3779,16740000,109080,56160,61560,15552000,115200,115200,115200,73463760,544176,544176,544176,978316704,11237421.6,396614.88,5949223.2
2014,"dakota","SOUTHEAST",1900,4400,NA,57,168.5,23.5,46.2,NA,7929,7660,522,4216,3912,8149,32683,10614,245520000,1599840,823680,902880,36936000,273600,273600,273600,206336160,1528416,1528416,1528416,174135024,2000199.6,70595.28,1058929.2
2014,"dodge","SOUTHEAST",1500,5300,NA,88,185.3,NA,51.5,NA,11661,7539,3922,113,4165,7850,163874,3934,295740000,1927080,992160,1087560,29160000,216000,216000,216000,76476960,566496,566496,566496,873120672,10029088.8,353967.84,5309517.6
2014,"fillmore","SOUTHEAST",16700,12100,NA,68,176.1,NA,52.1,NA,14597,16197,2347,5638,4283,7168,136778,11749,675180000,4399560,2265120,2482920,324648000,2404800,2404800,2404800,228400560,1691856,1691856,1691856,728753184,8370813.6,295440.48,4431607.2
2014,"goodhue","SOUTHEAST",5600,17300,NA,70,182,NA,54.2,NA,19990,30190,816,10089,10933,6660,143804,11695,965340000,6290280,3238560,3549960,108864000,806400,806400,806400,227350800,1684080,1684080,1684080,766187712,8800804.8,310616.64,4659249.6
2014,"houston","SOUTHEAST",7800,9100,NA,45,169.4,NA,47.4,NA,5100,4466,229,1873,959,5299,22428,5126,507780000,3308760,1703520,1867320,151632000,1123200,1123200,1123200,99649440,738144,738144,738144,119496384,1372593.6,48444.48,726667.2
2014,"mower","SOUTHEAST",2900,4300,NA,84,175.9,22,47.2,NA,2492,11018,4992,1447,8831,7879,330950,9512,239940000,1563480,804960,882360,56376000,417600,417600,417600,184913280,1369728,1369728,1369728,1763301600,20254140,714852,10722780
2014,"olmsted","SOUTHEAST",7800,9900,NA,71,185,21.5,53.1,NA,9062,10880,1381,3205,2187,6427,45300,9052,552420000,3599640,1853280,2031480,151632000,1123200,1123200,1123200,175970880,1303488,1303488,1303488,241358400,2772360,97848,1467720
2014,"wabasha","SOUTHEAST",6000,20500,NA,60,178.3,24.5,51.5,NA,3589,6220,84,2670,2118,5500,8851,6849,1143900000,7453800,3837600,4206600,116640000,864000,864000,864000,133144560,986256,986256,986256,47158128,541681.2,19118.16,286772.4
2014,"winona","SOUTHEAST",7500,27500,NA,49,175.6,23.5,53.3,NA,5944,4913,91,1379,1865,6577,36935,7881,1534500000,9999000,5148000,5643000,145800000,1080000,1080000,1080000,153206640,1134864,1134864,1134864,196789680,2260422,79779.6,1196694
2014,"cottonwood","SOUTHWEST",3000,800,NA,87,175.7,NA,50.5,NA,5387,8462,2178,7742,3970,8889,235636,15004,44640000,290880,149760,164160,58320000,432000,432000,432000,291677760,2160576,2160576,2160576,1255468608,14420923.2,508973.76,7634606.4
2014,"jackson","SOUTHWEST",NA,500,NA,87,167.7,19.5,46.9,NA,3240,8261,1134,7243,4548,7974,245947,6247,27900000,181800,93600,102600,NA,NA,NA,NA,121441680,899568,899568,899568,1310405616,15051956.4,531245.52,7968682.8
2014,"lincoln","SOUTHWEST",5400,1900,NA,84,154.1,NA,47,NA,8257,3710,293,4190,485,6119,93371,7171,106020000,690840,355680,389880,104976000,777600,777600,777600,139404240,1032624,1032624,1032624,497480688,5714305.2,201681.36,3025220.4
2014,"lyon","SOUTHWEST",3700,2700,NA,84,152.4,NA,44.4,NA,17275,8914,215,10154,5305,7842,158742,32155,150660000,981720,505440,554040,71928000,532800,532800,532800,625093200,4630320,4630320,4630320,845777376,9715010.4,342882.72,5143240.8
2014,"murray","SOUTHWEST",5000,3300,NA,86,158.7,19,45,NA,13250,9200,730,9782,1652,8778,140599,20163,184140000,1199880,617760,677160,97200000,720000,720000,720000,391968720,2903472,2903472,2903472,749111472,8604658.8,303693.84,4555407.6
2014,"nobles","SOUTHWEST",2700,6000,NA,90,157.2,NA,44.2,NA,5708,10499,5815,1758,4650,8799,323679,38434,334800000,2181600,1123200,1231200,52488000,388800,388800,388800,747156960,5534496,5534496,5534496,1724561712,19809154.8,699146.64,10487199.6
2014,"pipestone","SOUTHWEST",9100,5200,NA,83,145.8,NA,42.2,NA,15990,8204,2397,2205,747,7876,267097,18215,290160000,1890720,973440,1067040,176904000,1310400,1310400,1310400,354099600,2622960,2622960,2622960,1423092816,16346336.4,576929.52,8653942.8
2014,"redwood","SOUTHWEST",5000,1200,NA,85,165.8,NA,46.3,23.2,21048,21670,14,28775,14999,9052,179776,15606,66960000,436320,224640,246240,97200000,720000,720000,720000,303380640,2247264,2247264,2247264,957846528,11002291.2,388316.16,5824742.4
2014,"rock","SOUTHWEST",6500,2900,NA,85,155,NA,46.9,NA,11975,8192,1961,7213,3410,10029,291435,36821,161820000,1054440,542880,595080,126360000,936000,936000,936000,715800240,5302224,5302224,5302224,1552765680,17835822,629499.6,9442494
2014,"big stone","WEST CENTRAL",1600,400,NA,78,155,19.5,42.5,NA,9459,2891,823,1681,179,4377,41005,937,22320000,145440,74880,82080,31104000,230400,230400,230400,18215280,134928,134928,134928,218474640,2509506,88570.8,1328562
2014,"chippewa","WEST CENTRAL",NA,NA,NA,87,164.4,NA,49.7,22,14407,6336,1826,8292,2712,7279,50200,3710,NA,NA,NA,NA,NA,NA,NA,NA,72122400,534240,534240,534240,267465600,3072240,108432,1626480
2014,"douglas","WEST CENTRAL",3000,5400,NA,67,137,NA,37.1,NA,3543,2718,76,2916,147,3530,1198,6851,301320000,1963440,1010880,1108080,58320000,432000,432000,432000,133183440,986544,986544,986544,6382944,73317.6,2587.68,38815.2
2014,"grant","WEST CENTRAL",NA,1500,NA,81,144.9,NA,42.5,20.7,19531,8787,1584,9075,1800,5266,23320,1478,83700000,545400,280800,307800,NA,NA,NA,NA,28732320,212832,212832,212832,124248960,1427184,50371.2,755568
2014,"lac qui parle","WEST CENTRAL",5400,400,NA,82,167.3,NA,48.8,NA,11837,4879,2557,6902,5649,6136,97508,4507,22320000,145440,74880,82080,104976000,777600,777600,777600,87616080,649008,649008,649008,519522624,5967489.6,210617.28,3159259.2
2014,"otter tail","WEST CENTRAL",16700,16200,NA,56,128.3,15.5,33.6,19.4,11643,8416,474,6231,1657,2845,35547,8092,903960000,5890320,3032640,3324240,324648000,2404800,2404800,2404800,157308480,1165248,1165248,1165248,189394416,2175476.4,76781.52,1151722.8
2014,"pope","WEST CENTRAL",4300,4600,NA,65,157.8,NA,44.4,24.5,4082,4867,204,3838,3312,4192,76913,3674,256680000,1672560,861120,943920,83592000,619200,619200,619200,71422560,529056,529056,529056,409792464,4707075.6,166132.08,2491981.2
2014,"stevens","WEST CENTRAL",1600,21500,NA,83,164.3,16,47.1,24.3,10212,3810,1654,8566,5208,5662,186865,11844,1199700000,7817400,4024800,4411800,31104000,230400,230400,230400,230247360,1705536,1705536,1705536,995616720,11436138,403628.4,6054426
2014,"swift","WEST CENTRAL",2400,4800,NA,77,157.8,NA,43.8,25,10524,12834,3149,10261,5312,5998,13116,3871,267840000,1745280,898560,984960,46656000,345600,345600,345600,75252240,557424,557424,557424,69882048,802699.2,28330.56,424958.4
2014,"traverse","WEST CENTRAL",NA,NA,NA,87,146.3,NA,38.7,20.6,14093,3038,2240,4513,51,5765,16966,1863,NA,NA,NA,NA,NA,NA,NA,NA,36216720,268272,268272,268272,90394848,1038319.2,36646.56,549698.4
2014,"wilkin","WEST CENTRAL",600,900,NA,84,136.2,NA,37,21.6,19622,3573,3492,7008,538,5127,48,238,50220000,327240,168480,184680,11664000,86400,86400,86400,4626720,34272,34272,34272,255744,2937.6,103.68,1555.2
2014,"yellow medicine","WEST CENTRAL",3500,1600,NA,84,153.6,NA,44.4,19.2,16176,10796,2063,13801,6861,7330,120257,10879,89280000,581760,299520,328320,68040000,504000,504000,504000,211487760,1566576,1566576,1566576,640729296,7359728.4,259755.12,3896326.8
2015,"benton","CENTRAL",4300,10900,NA,57,167.3,NA,47.3,NA,758,694,0,179,780,3277,23865,4359,608220000,3963240,2040480,2236680,83592000,619200,619200,619200,84738960,627696,627696,627696,127152720,1460538,51548.4,773226
2015,"carver","CENTRAL",1400,7800,NA,78,200.2,NA,58.5,NA,4417,3243,11,2310,535,8364,29567,2941,435240000,2836080,1460160,1600560,27216000,201600,201600,201600,57173040,423504,423504,423504,157532976,1809500.4,63864.72,957970.8
2015,"kandiyohi","CENTRAL",2500,9700,NA,77,185.5,21.5,54,31,9247,5878,488,7438,5057,6634,86583,2493,541260000,3526920,1815840,1990440,48600000,360000,360000,360000,48463920,358992,358992,358992,461314224,5298879.6,187019.28,2805289.2
2015,"mcleod","CENTRAL",1900,7800,NA,83,192,NA,52.5,30.4,7232,5628,306,5395,1500,7722,9308,6055,435240000,2836080,1460160,1600560,36936000,273600,273600,273600,117709200,871920,871920,871920,49593024,569649.6,20105.28,301579.2
2015,"meeker","CENTRAL",2400,8900,NA,72,185.7,NA,51,30.9,14796,9800,374,3909,5450,5453,14522,7035,496620000,3236040,1666080,1826280,46656000,345600,345600,345600,136760400,1013040,1013040,1013040,77373216,888746.4,31367.52,470512.8
2015,"morrison","CENTRAL",14400,27500,NA,49,171.8,19.5,51,NA,9078,8124,54,1621,984,2859,77871,8466,1534500000,9999000,5148000,5643000,279936000,2073600,2073600,2073600,164579040,1219104,1219104,1219104,414896688,4765705.2,168201.36,2523020.4
2015,"renville","CENTRAL",1800,2300,NA,87,190.8,NA,55.3,30.5,18530,5998,389,9477,6143,8377,280943,16654,128340000,836280,430560,471960,34992000,259200,259200,259200,323753760,2398176,2398176,2398176,1496864304,17193711.6,606836.88,9102553.2
2015,"scott","CENTRAL",1600,4600,NA,36,191.5,NA,57.9,NA,6391,1104,15,804,2688,9248,15487,5085,256680000,1672560,861120,943920,31104000,230400,230400,230400,98852400,732240,732240,732240,82514736,947804.4,33451.92,501778.8
2015,"sherburne","CENTRAL",600,700,NA,87,117.8,NA,NA,NA,4321,2704,0,1335,1393,4008,8635,6280,39060000,254520,131040,143640,11664000,86400,86400,86400,122083200,904320,904320,904320,46007280,528462,18651.6,279774
2015,"sibley","CENTRAL",2400,8000,NA,22,185.9,NA,55.7,33.1,20518,13099,6003,13856,4823,7874,105238,9901,446400000,2908800,1497600,1641600,46656000,345600,345600,345600,192475440,1425744,1425744,1425744,560708064,6440565.6,227314.08,3409711.2
2015,"stearns","CENTRAL",12000,69000,NA,62,171.9,22.5,52.4,29,19548,19814,738,3229,4339,4697,109402,40914,3850200000,25088400,12916800,14158800,233280000,1728000,1728000,1728000,795368160,5891616,5891616,5891616,582893856,6695402.4,236308.32,3544624.8
2015,"todd","CENTRAL",10400,15800,NA,54,160.6,NA,47.8,NA,5620,5326,0,1129,236,1983,13771,4678,881640000,5744880,2957760,3242160,202176000,1497600,1497600,1497600,90940320,673632,673632,673632,73371888,842785.2,29745.36,446180.4
2015,"wadena","CENTRAL",4200,3200,NA,38,136.2,NA,NA,NA,4594,4092,0,883,79,1807,6202,186,178560000,1163520,599040,656640,81648000,604800,604800,604800,3615840,26784,26784,26784,33044256,379562.4,13396.32,200944.8
2015,"wright","CENTRAL",3600,8200,NA,66,183.5,NA,55.6,NA,11195,9339,106,5254,2531,6393,4819,9373,457560000,2981520,1535040,1682640,69984000,518400,518400,518400,182211120,1349712,1349712,1349712,25675632,294922.8,10409.04,156135.6
2015,"aitkin","EAST CENTRAL",4400,400,NA,37,NA,NA,32,NA,662,512,150,0,0,965,48,52,22320000,145440,74880,82080,85536000,633600,633600,633600,1010880,7488,7488,7488,255744,2937.6,103.68,1555.2
2015,"anoka","EAST CENTRAL",600,200,NA,32,132.1,NA,42.5,NA,0,0,0,0,0,7366,170,273,11160000,72720,37440,41040,11664000,86400,86400,86400,5307120,39312,39312,39312,905760,10404,367.2,5508
2015,"carlton","EAST CENTRAL",4000,1200,NA,40,NA,19,NA,NA,0,0,0,0,0,1250,118,119,66960000,436320,224640,246240,77760000,576000,576000,576000,2313360,17136,17136,17136,628704,7221.6,254.88,3823.2
2015,"chisago","EAST CENTRAL",2400,1700,NA,48,173.1,NA,45.8,NA,6156,5468,0,1810,90,3086,563,458,94860000,618120,318240,348840,46656000,345600,345600,345600,8903520,65952,65952,65952,2999664,34455.6,1216.08,18241.2
2015,"crow wing","EAST CENTRAL",4000,900,NA,36,114.9,17,NA,NA,0,0,0,544,0,1768,267,2421.25,50220000,327240,168480,184680,77760000,576000,576000,576000,47069100,348660,348660,348660,1422576,16340.4,576.72,8650.8
2015,"hennepin","EAST CENTRAL",900,1600,NA,47,198.5,20.5,54.8,NA,246,0,0,0,0,18163,86,3201,89280000,581760,299520,328320,17496000,129600,129600,129600,62227440,460944,460944,460944,458208,5263.2,185.76,2786.4
